frame,cx,cy,radius,red_x,red_y,blue_x,blue_y
737,311,201,38,-1,-1,-1,-1
738,312,200,36,-1,-1,297,194
739,311,200,36,-1,-1,299,209
740,312,200,36,-1,-1,302,224
741,312,200,37,-1,-1,307,230
742,311,201,38,-1,-1,-1,-1
743,311,201,38,299,172,-1,-1
744,312,202,37,294,181,-1,-1
745,311,201,38,293,195,-1,-1
746,311,201,38,293,210,-1,-1
747,312,202,37,296,223,-1,-1
748,312,202,38,-1,-1,-1,-1
749,312,202,38,-1,-1,-1,-1
750,312,202,38,-1,-1,-1,-1
751,311,202,38,-1,-1,-1,-1
752,312,202,38,-1,-1,-1,-1
753,312,202,38,-1,-1,297,191
754,312,202,37,-1,-1,298,206
755,312,202,37,-1,-1,300,221
756,312,202,36,-1,-1,304,229
757,312,202,37,-1,-1,-1,-1
758,312,202,37,-1,-1,-1,-1
759,312,202,37,295,179,-1,-1
760,311,202,38,293,191,-1,-1
761,311,203,38,293,206,-1,-1
762,312,202,37,295,221,-1,-1
763,312,203,38,-1,-1,-1,-1
764,312,204,37,-1,-1,-1,-1
765,311,204,37,-1,-1,-1,-1
766,312,203,38,-1,-1,-1,-1
767,312,203,38,-1,-1,-1,-1
768,311,203,38,-1,-1,-1,-1
769,311,204,37,-1,-1,298,202
770,311,203,38,-1,-1,299,218
771,310,203,38,-1,-1,302,230
772,312,202,36,-1,-1,-1,-1
773,312,204,39,-1,-1,-1,-1
774,312,204,37,296,177,-1,-1
775,311,204,37,293,188,-1,-1
776,312,204,37,292,203,-1,-1
777,312,204,37,294,217,-1,-1
778,312,204,37,-1,-1,-1,-1
779,312,203,38,-1,-1,-1,-1
780,312,204,37,-1,-1,-1,-1
781,311,204,37,-1,-1,-1,-1
782,311,204,37,-1,-1,-1,-1
783,311,204,37,-1,-1,-1,-1
784,312,204,37,-1,-1,297,199
785,312,204,37,-1,-1,298,214
786,312,204,37,-1,-1,301,228
787,311,204,37,-1,-1,-1,-1
788,312,204,37,-1,-1,-1,-1
789,311,204,37,298,176,-1,-1
790,311,204,37,294,185,-1,-1
791,312,204,37,292,199,-1,-1
792,312,204,37,293,214,-1,-1
793,312,204,36,297,228,-1,-1
794,312,204,37,-1,-1,-1,-1
795,311,204,37,-1,-1,-1,-1
796,311,204,37,-1,-1,-1,-1
797,311,203,38,-1,-1,-1,-1
798,312,203,38,-1,-1,-1,-1
799,312,203,38,-1,-1,296,195
800,312,202,36,-1,-1,297,210
801,312,202,36,-1,-1,300,225
802,312,202,36,-1,-1,-1,-1
803,311,202,36,-1,-1,-1,-1
804,311,202,38,299,172,-1,-1
805,312,202,36,294,181,-1,-1
806,311,203,38,292,195,-1,-1
807,311,203,38,292,210,-1,-1
808,312,202,36,295,224,-1,-1
809,311,203,38,-1,-1,-1,-1
810,312,202,38,-1,-1,-1,-1
811,312,202,37,-1,-1,-1,-1
812,311,202,37,-1,-1,-1,-1
813,312,202,38,-1,-1,-1,-1
814,311,202,38,-1,-1,-1,-1
815,312,202,36,-1,-1,296,206
816,312,202,36,-1,-1,298,221
817,311,202,37,-1,-1,302,229
818,311,202,37,-1,-1,-1,-1
819,311,201,38,-1,-1,-1,-1
820,311,201,38,294,177,-1,-1
821,309,202,36,292,190,-1,-1
822,311,202,37,292,205,-1,-1
823,311,202,37,294,219,-1,-1
824,312,202,37,-1,-1,-1,-1
825,312,202,37,-1,-1,-1,-1
826,311,201,38,-1,-1,-1,-1
827,311,201,38,-1,-1,-1,-1
828,311,200,37,-1,-1,-1,-1
829,312,200,37,-1,-1,-1,-1
830,312,200,37,-1,-1,295,201
831,312,200,36,-1,-1,297,216
832,310,200,37,-1,-1,301,226
833,310,200,38,-1,-1,-1,-1
834,310,200,38,-1,-1,-1,-1
835,311,200,38,294,174,-1,-1
836,310,200,38,292,185,-1,-1
837,310,200,39,292,201,-1,-1
838,311,200,37,293,214,-1,-1
839,310,199,38,-1,-1,-1,-1
840,311,199,38,-1,-1,-1,-1
841,310,199,38,-1,-1,-1,-1
842,311,199,38,-1,-1,-1,-1
843,310,199,38,-1,-1,-1,-1
844,312,198,37,-1,-1,-1,-1
845,311,198,38,-1,-1,295,196
846,312,198,36,-1,-1,296,212
847,311,198,37,-1,-1,300,223
848,311,198,37,-1,-1,-1,-1
849,311,198,37,-1,-1,-1,-1
850,311,197,38,296,170,-1,-1
851,310,198,37,292,181,-1,-1
852,312,198,37,291,196,-1,-1
853,312,198,37,293,211,-1,-1
854,311,197,38,297,222,-1,-1
855,311,197,38,-1,-1,-1,-1
856,311,197,38,-1,-1,-1,-1
857,312,196,37,-1,-1,-1,-1
858,312,196,37,-1,-1,-1,-1
859,311,196,38,-1,-1,-1,-1
860,312,196,36,-1,-1,295,192
861,312,196,36,-1,-1,296,208
862,312,196,38,-1,-1,299,221
863,311,196,37,-1,-1,-1,-1
864,309,196,36,-1,-1,-1,-1
865,311,195,38,296,167,-1,-1
866,311,195,38,293,178,-1,-1
867,311,195,38,292,192,-1,-1
868,311,196,37,293,207,-1,-1
869,311,196,37,-1,-1,-1,-1
870,311,195,38,-1,-1,-1,-1
871,311,195,38,-1,-1,-1,-1
872,312,194,38,-1,-1,-1,-1
873,312,194,37,-1,-1,-1,-1
874,312,194,37,-1,-1,-1,-1
875,312,194,36,-1,-1,295,189
876,312,194,38,-1,-1,296,205
877,312,194,36,-1,-1,300,218
878,311,194,37,-1,-1,-1,-1
879,311,193,38,-1,-1,-1,-1
880,312,194,37,297,166,-1,-1
881,311,193,38,293,175,-1,-1
882,311,193,38,292,190,-1,-1
883,312,194,37,293,205,-1,-1
884,311,194,38,295,217,-1,-1
885,312,194,37,-1,-1,-1,-1
886,312,194,37,-1,-1,-1,-1
887,312,193,38,-1,-1,-1,-1
888,311,193,38,-1,-1,-1,-1
889,312,192,36,-1,-1,-1,-1
890,312,192,36,-1,-1,294,187
891,312,192,36,-1,-1,296,203
892,312,192,37,-1,-1,299,216
893,312,192,36,-1,-1,-1,-1
894,312,192,38,-1,-1,-1,-1
895,312,192,37,296,164,-1,-1
896,311,192,37,293,173,-1,-1
897,312,192,37,292,188,-1,-1
898,312,192,37,293,202,-1,-1
899,311,193,38,295,216,-1,-1
900,311,193,38,-1,-1,-1,-1
901,312,192,37,-1,-1,-1,-1
902,312,192,38,-1,-1,-1,-1
903,312,192,38,-1,-1,-1,-1
904,312,192,38,-1,-1,-1,-1
905,312,192,36,-1,-1,295,186
906,312,192,36,-1,-1,295,201
907,312,191,38,-1,-1,299,216
908,312,192,37,-1,-1,302,221
909,312,191,38,-1,-1,-1,-1
910,311,192,37,295,165,-1,-1
911,312,192,37,293,171,-1,-1
912,312,192,36,292,186,-1,-1
913,312,192,36,292,202,-1,-1
914,312,192,37,296,216,-1,-1
915,312,192,36,-1,-1,-1,-1
916,312,192,36,-1,-1,-1,-1
917,312,192,38,-1,-1,-1,-1
918,311,192,37,-1,-1,-1,-1
919,311,192,37,-1,-1,-1,-1
920,312,192,37,-1,-1,294,185
921,311,192,37,-1,-1,295,201
922,312,192,37,-1,-1,299,215
923,311,192,37,-1,-1,303,221
924,309,192,36,-1,-1,-1,-1
925,311,191,38,296,164,-1,-1
926,310,192,38,293,171,-1,-1
927,312,191,38,291,186,-1,-1
928,311,192,37,292,201,-1,-1
929,311,192,38,296,216,-1,-1
930,311,192,37,-1,-1,-1,-1
931,311,192,38,-1,-1,-1,-1
932,310,192,39,-1,-1,-1,-1
933,311,192,37,-1,-1,-1,-1
934,311,192,37,-1,-1,-1,-1
935,311,192,37,-1,-1,294,185
936,311,192,37,-1,-1,294,201
937,311,192,37,-1,-1,298,215
938,310,192,37,-1,-1,301,221
939,309,192,36,-1,-1,-1,-1
940,310,192,38,296,162,-1,-1
941,311,191,38,293,171,-1,-1
942,311,191,38,291,186,-1,-1
943,310,192,38,291,201,-1,-1
944,311,192,37,294,213,-1,-1
945,310,192,37,-1,-1,-1,-1
946,311,192,38,-1,-1,-1,-1
947,310,191,38,-1,-1,-1,-1
948,310,192,38,-1,-1,-1,-1
949,310,192,38,-1,-1,-1,-1
950,309,192,36,-1,-1,293,185
951,311,192,38,-1,-1,294,201
952,310,192,37,-1,-1,297,215
953,309,191,36,-1,-1,-1,-1
954,310,192,36,-1,-1,-1,-1
955,310,192,37,296,164,-1,-1
956,311,192,38,293,171,-1,-1
957,310,192,37,290,186,-1,-1
958,310,192,38,291,201,-1,-1
959,311,193,38,295,215,-1,-1
960,311,193,38,-1,-1,-1,-1
961,310,192,38,-1,-1,-1,-1
962,310,192,38,-1,-1,-1,-1
963,310,194,37,-1,-1,-1,-1
964,310,192,37,-1,-1,-1,-1
965,310,192,37,-1,-1,293,185
966,310,192,36,-1,-1,293,201
967,310,192,37,-1,-1,296,215
968,310,192,37,-1,-1,-1,-1
969,310,192,37,-1,-1,-1,-1
970,311,193,38,-1,-1,-1,-1
971,310,192,37,292,171,-1,-1
972,310,194,37,290,185,-1,-1
973,310,194,37,291,200,-1,-1
974,311,193,38,294,216,-1,-1
975,310,194,37,-1,-1,-1,-1
976,310,193,38,-1,-1,-1,-1
977,310,195,38,-1,-1,-1,-1
978,310,194,37,-1,-1,-1,-1
979,310,194,37,-1,-1,-1,-1
980,310,194,37,-1,-1,292,185
981,311,193,38,-1,-1,293,201
982,310,193,37,-1,-1,296,216
983,310,194,37,-1,-1,300,222
984,310,194,37,-1,-1,-1,-1
985,310,194,38,297,164,-1,-1
986,310,194,36,292,172,-1,-1
987,310,194,38,290,186,-1,-1
988,310,194,37,290,201,-1,-1
989,311,195,38,293,215,-1,-1
990,312,196,37,-1,-1,-1,-1
991,310,194,38,-1,-1,-1,-1
992,310,194,37,-1,-1,-1,-1
993,310,194,37,-1,-1,-1,-1
994,310,194,37,-1,-1,-1,-1
995,310,194,37,-1,-1,293,186
996,310,194,37,-1,-1,293,202
997,310,194,37,-1,-1,296,217
998,310,194,37,-1,-1,300,223
999,310,194,38,-1,-1,-1,-1
1000,310,194,38,296,165,-1,-1
1001,310,194,37,293,171,-1,-1
1002,310,196,38,291,186,-1,-1
1003,310,196,37,291,201,-1,-1
1004,310,196,37,293,215,-1,-1
1005,310,195,38,-1,-1,-1,-1
1006,310,195,38,-1,-1,-1,-1
1007,311,196,37,-1,-1,-1,-1
1008,311,196,37,-1,-1,-1,-1
1009,311,196,37,-1,-1,-1,-1
1010,311,196,37,-1,-1,293,187
1011,311,196,37,-1,-1,294,202
1012,311,196,37,-1,-1,297,217
1013,311,196,37,-1,-1,302,224
1014,309,196,36,-1,-1,-1,-1
1015,311,196,37,-1,-1,-1,-1
1016,311,195,38,293,172,-1,-1
1017,312,196,36,291,186,-1,-1
1018,311,196,38,291,201,-1,-1
1019,311,196,38,294,215,-1,-1
1020,311,197,38,-1,-1,-1,-1
1021,312,196,38,-1,-1,-1,-1
1022,312,196,37,-1,-1,-1,-1
1023,311,196,38,-1,-1,-1,-1
1024,312,196,38,-1,-1,-1,-1
1025,312,196,36,-1,-1,293,187
1026,312,196,37,-1,-1,294,202
1027,312,196,37,-1,-1,297,217
1028,312,196,37,-1,-1,301,224
1029,312,196,37,-1,-1,-1,-1
1030,312,196,37,-1,-1,-1,-1
1031,312,196,37,294,172,-1,-1
1032,312,196,38,291,186,-1,-1
1033,311,197,38,291,201,-1,-1
1034,311,197,38,294,216,-1,-1
1035,312,197,38,-1,-1,-1,-1
1036,312,197,38,-1,-1,-1,-1
1037,311,197,38,-1,-1,-1,-1
1038,312,197,38,-1,-1,-1,-1
1039,312,196,38,-1,-1,-1,-1
1040,312,196,36,-1,-1,294,187
1041,312,196,36,-1,-1,294,203
1042,312,196,36,-1,-1,297,217
1043,312,196,37,-1,-1,-1,-1
1044,312,196,36,-1,-1,-1,-1
1045,312,196,36,-1,-1,-1,-1
1046,314,198,36,295,174,-1,-1
1047,312,197,38,292,186,-1,-1
1048,312,198,37,292,201,-1,-1
1049,312,198,37,294,216,-1,-1
1050,313,197,38,-1,-1,-1,-1
1051,312,198,37,-1,-1,-1,-1
1052,312,198,37,-1,-1,-1,-1
1053,312,198,37,-1,-1,-1,-1
1054,312,198,37,-1,-1,-1,-1
1055,312,198,37,-1,-1,294,187
1056,312,198,37,-1,-1,295,203
1057,312,198,37,-1,-1,297,218
1058,312,197,38,-1,-1,302,227
1059,312,198,37,-1,-1,-1,-1
1060,312,198,37,-1,-1,-1,-1
1061,312,198,37,295,173,-1,-1
1062,311,198,36,292,186,-1,-1
1063,312,198,38,292,202,-1,-1
1064,312,198,38,294,216,-1,-1
1065,312,198,38,-1,-1,-1,-1
1066,312,198,38,-1,-1,-1,-1
1067,312,198,38,-1,-1,-1,-1
1068,312,198,38,-1,-1,-1,-1
1069,313,198,37,-1,-1,-1,-1
1070,312,198,36,-1,-1,294,189
1071,312,198,36,-1,-1,295,204
1072,312,197,38,-1,-1,298,219
1073,312,198,37,-1,-1,302,226
1074,312,197,38,-1,-1,-1,-1
1075,312,199,38,-1,-1,-1,-1
1076,312,198,38,294,174,-1,-1
1077,312,198,38,292,187,-1,-1
1078,312,198,38,291,202,-1,-1
1079,312,198,38,294,216,-1,-1
1080,313,199,38,-1,-1,-1,-1
1081,312,198,38,-1,-1,-1,-1
1082,312,198,38,-1,-1,-1,-1
1083,312,198,38,-1,-1,-1,-1
1084,312,197,38,-1,-1,-1,-1
1085,312,198,37,-1,-1,294,189
1086,312,198,36,-1,-1,294,205
1087,312,198,37,-1,-1,297,220
1088,312,198,36,-1,-1,-1,-1
1089,312,198,37,-1,-1,-1,-1
1090,312,198,37,-1,-1,-1,-1
1091,312,198,37,294,174,-1,-1
1092,312,198,38,291,188,-1,-1
1093,312,197,38,291,204,-1,-1
1094,312,198,38,294,217,-1,-1
1095,313,198,37,-1,-1,-1,-1
1096,312,198,38,-1,-1,-1,-1
1097,312,198,38,-1,-1,-1,-1
1098,312,197,38,-1,-1,-1,-1
1099,312,198,37,-1,-1,-1,-1
1100,312,197,37,-1,-1,293,190
1101,312,198,37,-1,-1,294,206
1102,312,198,37,-1,-1,297,220
1103,312,196,37,-1,-1,-1,-1
1104,312,198,37,-1,-1,-1,-1
1105,312,196,37,-1,-1,-1,-1
1106,312,196,37,292,175,-1,-1
1107,312,198,37,290,189,-1,-1
1108,312,198,37,291,204,-1,-1
1109,312,198,37,293,218,-1,-1
1110,311,198,37,-1,-1,-1,-1
1111,311,197,38,-1,-1,-1,-1
1112,311,197,38,-1,-1,-1,-1
1113,311,197,38,-1,-1,-1,-1
1114,311,197,38,-1,-1,-1,-1
1115,310,196,37,-1,-1,293,191
1116,312,196,36,-1,-1,293,207
1117,309,196,36,-1,-1,297,220
1118,310,196,36,-1,-1,-1,-1
1119,310,196,36,-1,-1,-1,-1
1120,310,196,38,295,167,-1,-1
1121,311,196,39,291,175,-1,-1
1122,310,197,38,289,190,-1,-1
1123,312,196,37,289,204,-1,-1
1124,310,196,36,293,220,-1,-1
1125,310,196,36,-1,-1,-1,-1
1126,310,196,38,-1,-1,-1,-1
1127,310,196,38,-1,-1,-1,-1
1128,310,196,37,-1,-1,-1,-1
1129,310,196,37,-1,-1,-1,-1
1130,310,196,37,-1,-1,292,192
1131,310,196,37,-1,-1,293,207
1132,310,196,37,-1,-1,297,220
1133,310,196,37,-1,-1,-1,-1
1134,311,196,38,-1,-1,-1,-1
1135,310,196,38,-1,-1,-1,-1
1136,310,196,37,291,175,-1,-1
1137,310,196,38,289,190,-1,-1
1138,310,196,36,289,204,-1,-1
1139,310,196,37,293,218,-1,-1
1140,310,196,38,-1,-1,-1,-1
1141,310,196,36,-1,-1,-1,-1
1142,310,196,38,-1,-1,-1,-1
1143,310,196,37,-1,-1,-1,-1
1144,310,196,37,-1,-1,-1,-1
1145,310,196,37,-1,-1,292,192
1146,310,196,36,-1,-1,293,207
1147,310,194,37,-1,-1,297,219
1148,310,194,37,-1,-1,-1,-1
1149,310,196,37,-1,-1,-1,-1
1150,309,195,38,-1,-1,-1,-1
1151,310,194,37,291,174,-1,-1
1152,309,195,38,289,189,-1,-1
1153,310,195,39,289,204,-1,-1
1154,310,196,38,291,218,-1,-1
1155,310,196,37,-1,-1,-1,-1
1156,310,195,38,-1,-1,-1,-1
1157,310,195,38,-1,-1,-1,-1
1158,310,194,38,-1,-1,-1,-1
1159,310,194,37,-1,-1,-1,-1
1160,310,194,36,-1,-1,292,191
1161,310,194,38,-1,-1,294,207
1162,310,194,38,-1,-1,297,219
1163,310,194,37,-1,-1,-1,-1
1164,310,194,36,-1,-1,-1,-1
1165,310,194,37,-1,-1,-1,-1
1166,310,195,38,291,174,-1,-1
1167,310,195,38,289,187,-1,-1
1168,310,194,37,290,202,-1,-1
1169,310,194,38,292,216,-1,-1
1170,310,194,38,-1,-1,-1,-1
1171,310,194,39,-1,-1,-1,-1
1172,310,194,38,-1,-1,-1,-1
1173,310,195,38,-1,-1,-1,-1
1174,310,194,37,-1,-1,-1,-1
1175,310,194,37,-1,-1,293,190
1176,310,194,37,-1,-1,294,205
1177,311,194,38,-1,-1,298,219
1178,310,194,37,-1,-1,-1,-1
1179,310,194,37,-1,-1,-1,-1
1180,310,194,37,-1,-1,-1,-1
1181,310,194,37,292,171,-1,-1
1182,312,194,38,289,185,-1,-1
1183,310,194,38,290,201,-1,-1
1184,311,194,38,293,215,-1,-1
1185,311,194,38,-1,-1,-1,-1
1186,311,195,38,-1,-1,-1,-1
1187,312,194,38,-1,-1,-1,-1
1188,311,194,38,-1,-1,-1,-1
1189,311,194,38,-1,-1,-1,-1
1190,312,193,39,-1,-1,293,187
1191,312,194,37,-1,-1,294,203
1192,312,194,37,-1,-1,298,217
1193,312,192,37,-1,-1,-1,-1
1194,312,194,37,-1,-1,-1,-1
1195,312,192,36,-1,-1,-1,-1
1196,312,194,37,293,170,-1,-1
1197,312,193,38,290,183,-1,-1
1198,311,193,38,290,198,-1,-1
1199,311,193,40,292,212,-1,-1
1200,312,194,37,-1,-1,-1,-1
1201,312,194,37,-1,-1,-1,-1
1202,312,194,37,-1,-1,-1,-1
1203,312,194,37,-1,-1,-1,-1
1204,312,194,37,-1,-1,-1,-1
1205,312,193,38,-1,-1,295,184
1206,312,192,37,-1,-1,295,200
1207,313,193,38,-1,-1,298,215
1208,312,192,37,-1,-1,-1,-1
1209,312,193,38,-1,-1,-1,-1
1210,312,194,37,-1,-1,-1,-1
1211,310,193,39,294,167,-1,-1
1212,312,194,37,291,180,-1,-1
1213,312,194,37,290,194,-1,-1
1214,312,193,38,292,208,-1,-1
1215,312,194,37,-1,-1,-1,-1
1216,312,194,38,-1,-1,-1,-1
1217,312,193,38,-1,-1,-1,-1
1218,313,193,38,-1,-1,-1,-1
1219,312,194,37,-1,-1,-1,-1
1220,312,194,37,-1,-1,295,182
1221,312,192,37,-1,-1,296,197
1222,313,193,38,-1,-1,298,212
1223,312,193,38,-1,-1,302,222
1224,312,194,37,-1,-1,-1,-1
1225,312,194,37,-1,-1,-1,-1
1226,312,194,37,295,167,-1,-1
1227,312,194,38,292,177,-1,-1
1228,312,194,38,290,191,-1,-1
1229,312,194,37,292,206,-1,-1
1230,312,194,37,-1,-1,-1,-1
1231,312,194,37,-1,-1,-1,-1
1232,311,194,36,-1,-1,-1,-1
1233,312,193,38,-1,-1,-1,-1
1234,312,194,39,-1,-1,-1,-1
1235,312,193,38,-1,-1,-1,-1
1236,312,194,37,-1,-1,295,194
1237,312,194,37,-1,-1,297,209
1238,312,193,38,-1,-1,301,221
1239,312,194,37,-1,-1,-1,-1
1240,313,193,38,-1,-1,-1,-1
1241,312,194,37,295,167,-1,-1
1242,312,194,38,292,175,-1,-1
1243,312,194,38,290,189,-1,-1
1244,312,194,38,291,203,-1,-1
1245,312,194,37,294,217,-1,-1
1246,312,194,38,-1,-1,-1,-1
1247,312,194,38,-1,-1,-1,-1
1248,312,194,38,-1,-1,-1,-1
1249,312,194,38,-1,-1,-1,-1
1250,312,194,38,-1,-1,-1,-1
1251,312,194,38,-1,-1,294,192
1252,312,194,37,-1,-1,296,207
1253,312,194,37,-1,-1,300,219
1254,312,194,37,-1,-1,-1,-1
1255,312,194,37,-1,-1,-1,-1
1256,312,194,37,-1,-1,-1,-1
1257,312,194,37,292,172,-1,-1
1258,312,194,39,289,187,-1,-1
1259,312,194,38,290,202,-1,-1
1260,312,194,36,292,215,-1,-1
1261,312,194,36,-1,-1,-1,-1
1262,312,194,38,-1,-1,-1,-1
1263,312,194,38,-1,-1,-1,-1
1264,311,195,38,-1,-1,-1,-1
1265,312,194,37,-1,-1,-1,-1
1266,312,194,37,-1,-1,294,190
1267,311,194,36,-1,-1,295,206
1268,311,194,36,-1,-1,300,218
1269,312,193,36,-1,-1,-1,-1
1270,312,194,36,-1,-1,-1,-1
1271,311,194,36,-1,-1,-1,-1
1272,310,196,37,291,171,-1,-1
1273,311,195,38,289,185,-1,-1
1274,311,195,38,289,200,-1,-1
1275,311,195,38,291,213,-1,-1
1276,311,196,37,-1,-1,-1,-1
1277,311,196,37,-1,-1,-1,-1
1278,310,195,39,-1,-1,-1,-1
1279,310,195,38,-1,-1,-1,-1
1280,311,196,37,-1,-1,-1,-1
1281,310,196,37,-1,-1,294,189
1282,311,196,37,-1,-1,295,204
1283,310,196,37,-1,-1,298,218
1284,310,196,37,-1,-1,303,225
1285,310,196,37,-1,-1,-1,-1
1286,310,196,36,-1,-1,-1,-1
1287,310,196,38,291,170,-1,-1
1288,310,196,38,288,183,-1,-1
1289,310,196,38,288,198,-1,-1
1290,310,196,37,290,213,-1,-1
1291,310,196,38,-1,-1,-1,-1
1292,310,196,37,-1,-1,-1,-1
1293,310,196,37,-1,-1,-1,-1
1294,310,196,37,-1,-1,-1,-1
1295,310,196,37,-1,-1,-1,-1
1296,310,196,37,-1,-1,294,187
1297,310,196,37,-1,-1,294,203
1298,310,196,37,-1,-1,297,218
1299,310,196,36,-1,-1,304,225
1300,310,197,38,-1,-1,-1,-1
1301,310,196,36,-1,-1,-1,-1
1302,310,196,36,292,171,-1,-1
1303,310,197,38,288,182,-1,-1
1304,310,197,38,287,196,-1,-1
1305,309,197,38,289,210,-1,-1
1306,310,197,38,291,224,-1,-1
1307,309,197,38,-1,-1,-1,-1
1308,310,196,36,-1,-1,-1,-1
1309,309,196,39,-1,-1,-1,-1
1310,309,197,38,-1,-1,297,173
1311,309,197,38,-1,-1,-1,-1
1312,311,197,38,-1,-1,294,201
1313,310,197,37,-1,-1,297,216
1314,311,197,38,-1,-1,302,226
1315,310,196,37,-1,-1,-1,-1
1316,310,196,36,-1,-1,-1,-1
1317,310,196,39,292,169,-1,-1
1318,309,197,38,289,179,-1,-1
1319,310,198,37,288,193,-1,-1
1320,310,198,37,288,208,-1,-1
1321,310,198,37,292,221,-1,-1
1322,310,198,37,-1,-1,-1,-1
1323,310,198,37,-1,-1,-1,-1
1324,310,197,39,-1,-1,-1,-1
1325,310,198,37,-1,-1,-1,-1
1326,310,197,38,-1,-1,-1,-1
1327,310,197,37,-1,-1,295,198
1328,311,197,38,-1,-1,297,213
1329,311,197,37,-1,-1,301,224
1330,310,196,36,-1,-1,-1,-1
1331,310,198,37,-1,-1,-1,-1
1332,310,198,37,-1,-1,-1,-1
1333,310,198,37,290,176,-1,-1
1334,310,197,37,288,191,-1,-1
1335,310,198,37,289,205,-1,-1
1336,310,198,37,293,220,-1,-1
1337,310,198,36,-1,-1,-1,-1
1338,310,198,36,-1,-1,-1,-1
1339,310,197,38,-1,-1,-1,-1
1340,311,198,37,-1,-1,-1,-1
1341,310,198,37,-1,-1,-1,-1
1342,311,198,37,-1,-1,296,195
1343,311,197,38,-1,-1,298,210
1344,312,196,36,-1,-1,302,222
1345,310,196,37,-1,-1,-1,-1
1346,311,197,38,-1,-1,-1,-1
1347,311,198,37,-1,-1,-1,-1
1348,311,197,38,291,174,-1,-1
1349,312,198,37,289,187,-1,-1
1350,312,198,37,289,202,-1,-1
1351,311,197,38,291,217,-1,-1
1352,312,198,37,-1,-1,-1,-1
1353,312,198,37,-1,-1,-1,-1
1354,312,198,37,-1,-1,-1,-1
1355,312,198,37,-1,-1,-1,-1
1356,312,198,37,-1,-1,-1,-1
1357,311,197,38,-1,-1,297,192
1358,312,196,37,-1,-1,298,207
1359,312,196,37,-1,-1,302,220
1360,312,195,36,-1,-1,-1,-1
1361,312,197,38,-1,-1,-1,-1
1362,312,196,37,-1,-1,-1,-1
1363,312,196,37,293,171,-1,-1
1364,312,198,37,290,184,-1,-1
1365,312,197,38,290,199,-1,-1
1366,312,198,37,292,213,-1,-1
1367,311,197,38,-1,-1,-1,-1
1368,312,198,37,-1,-1,-1,-1
1369,312,197,38,-1,-1,-1,-1
1370,312,197,38,-1,-1,-1,-1
1371,311,197,38,-1,-1,-1,-1
1372,312,196,36,-1,-1,298,188
1373,312,196,37,-1,-1,298,204
1374,312,196,36,-1,-1,302,219
1375,312,196,37,-1,-1,306,225
1376,312,198,37,-1,-1,-1,-1
1377,311,197,38,-1,-1,-1,-1
1378,312,197,38,292,172,-1,-1
1379,312,197,38,291,181,-1,-1
1380,311,197,38,290,196,-1,-1
1381,312,197,38,291,210,-1,-1
1382,312,197,38,-1,-1,-1,-1
1383,311,196,36,-1,-1,-1,-1
1384,312,196,36,-1,-1,-1,-1
1385,312,196,38,-1,-1,-1,-1
1386,312,196,38,-1,-1,300,173
1387,312,196,37,-1,-1,-1,-1
1388,312,196,37,-1,-1,298,201
1389,312,196,37,-1,-1,301,217
1390,312,196,36,-1,-1,304,224
1391,312,196,37,-1,-1,-1,-1
1392,312,196,37,-1,-1,-1,-1
1393,311,197,38,-1,-1,-1,-1
1394,312,196,38,291,179,-1,-1
1395,311,197,38,290,193,-1,-1
1396,311,197,38,290,207,-1,-1
1397,312,197,38,293,221,-1,-1
1398,312,198,37,-1,-1,-1,-1
1399,312,196,36,-1,-1,-1,-1
1400,312,196,38,-1,-1,-1,-1
1401,312,196,37,-1,-1,302,171
1402,312,196,37,-1,-1,-1,-1
1403,312,196,37,-1,-1,299,199
1404,312,196,37,-1,-1,301,214
1405,312,196,36,-1,-1,305,223
1406,312,196,37,-1,-1,-1,-1
1407,312,197,38,-1,-1,-1,-1
1408,312,196,38,-1,-1,-1,-1
1409,311,197,38,291,177,-1,-1
1410,312,197,38,289,191,-1,-1
1411,311,197,38,290,205,-1,-1
1412,312,198,37,292,218,-1,-1
1413,311,196,36,-1,-1,-1,-1
1414,312,196,36,-1,-1,-1,-1
1415,311,197,38,-1,-1,-1,-1
1416,312,196,38,-1,-1,-1,-1
1417,312,196,36,-1,-1,-1,-1
1418,312,196,36,-1,-1,299,196
1419,312,196,37,-1,-1,301,212
1420,312,196,36,-1,-1,304,222
1421,312,196,37,-1,-1,-1,-1
1422,312,196,36,-1,-1,-1,-1
1423,311,197,38,-1,-1,-1,-1
1424,311,196,37,290,175,-1,-1
1425,312,197,38,289,188,-1,-1
1426,312,197,38,289,202,-1,-1
1427,312,198,37,291,215,-1,-1
1428,311,198,39,-1,-1,-1,-1
1429,311,197,38,-1,-1,-1,-1
1430,312,198,37,-1,-1,-1,-1
1431,312,197,38,-1,-1,-1,-1
1432,312,197,38,-1,-1,-1,-1
1433,312,196,37,-1,-1,299,193
1434,311,196,36,-1,-1,300,209
1435,310,196,37,-1,-1,303,222
1436,312,196,36,-1,-1,-1,-1
1437,311,197,38,-1,-1,-1,-1
1438,311,197,38,-1,-1,-1,-1
1439,311,197,38,291,173,-1,-1
1440,311,197,38,289,185,-1,-1
1441,312,198,37,289,199,-1,-1
1442,312,198,37,290,213,-1,-1
1443,312,198,37,-1,-1,-1,-1
1444,312,198,37,-1,-1,-1,-1
1445,311,198,37,-1,-1,-1,-1
1446,310,197,38,-1,-1,-1,-1
1447,312,198,37,-1,-1,301,176
1448,312,198,37,-1,-1,299,190
