file_idx,file_name,file_path,mode,n,sigma_x,sigma_y,sigma_xy,max_r_xy,mean_r_xy,p95_r_xy,sigma_z,max_abs_z,mean_abs_z,sigma_xyz,max_r_xyz,mean_r_xyz,p95_r_xyz
1,stability_log.csv,c:\Users\Hiroto Yoshida\Downloads\acousic_levitation\tracking\stability_log.csv,FIXED,39148,1.3954955202630417,0.9712586359501776,0.9263050731415141,6.976007024079027,1.7480792759151915,3.433567969328672,2.7701455803233337,13.985000000000014,3.4723159803821386,2.1528022013321446,14.060321262332534,4.112869703971479,8.24671555936361
1,stability_log.csv,c:\Users\Hiroto Yoshida\Downloads\acousic_levitation\tracking\stability_log.csv,PD,42700,0.892650518058611,0.6931512014805662,0.5750419221715084,3.794939788718648,1.2070630558680868,2.169341858268794,1.2467294680351821,9.576000000000022,4.528671733021079,1.2044021442488384,9.714200224413732,4.732603715531932,6.8169087861446025
