file_idx,file_name,file_path,mode,n,sigma_x,sigma_y,sigma_xy,max_r_xy,mean_r_xy,p95_r_xy,sigma_z,max_abs_z,mean_abs_z,sigma_xyz,max_r_xyz,mean_r_xyz,p95_r_xyz
1,stability_log.csv,c:\Users\Hiroto Yoshida\Downloads\acousic_levitation\tracking\stability_log.csv,FIXED,37012,2.1754360598543605,1.6074533439609058,1.3817882933930155,12.701455389048927,2.4599128336864013,4.637787828233757,2.625488096529798,13.22199999999998,3.356240030260455,2.0630008754745317,14.871596988891268,4.441999965620579,8.078949128493765
1,stability_log.csv,c:\Users\Hiroto Yoshida\Downloads\acousic_levitation\tracking\stability_log.csv,PD,35697,1.3196818987132353,0.859281915767458,0.8206290242727586,9.005954752273645,1.4952648301743758,2.77849559912428,1.501015561905671,6.0049999999999955,1.6160805950079833,1.1242440319787033,9.787310406848258,2.3599319876180798,4.326679781250668
