file_idx,file_name,file_path,mode,n,sigma_x,sigma_y,sigma_xy,max_r_xy,mean_r_xy,p95_r_xy,sigma_z,max_abs_z,mean_abs_z,sigma_xyz,max_r_xyz,mean_r_xyz,p95_r_xyz
1,stability_log.csv,c:\Users\Hiroto Yoshida\Downloads\acousic_levitation\tracking\stability_log.csv,FIXED,46134,1.2360879327726304,1.170888534878078,0.9316784982501493,7.654866426006408,1.4893487883513536,3.2669245921686496,2.524105425862245,13.089999999999975,2.0893913816274314,1.5461733038736234,14.185279870344445,2.7718426300038543,5.555104481400249
1,stability_log.csv,c:\Users\Hiroto Yoshida\Downloads\acousic_levitation\tracking\stability_log.csv,PD,49151,0.9481988643557334,0.8879015037583244,0.6505888561544338,4.419273469700643,1.2147832103536678,2.4198462761093014,1.5845394558967616,9.031999999999982,2.1754738662489053,1.2874055577430357,9.12087737007793,2.6355464372098316,4.984549268943944
